,pointKey,pointLabel,operatorKey,tsoEicCode,operatorLabel,directionKey,validFrom,validTo,hasData,isVirtualizedCommercially,virtualizedCommerciallySince,isVirtualizedOperationally,virtualizedOperationallySince,isPipeInPipe,relatedOperators,relatedPoints,pipeInPipeWithTsoKey,pipeInPipeWithTsoLabel,isDoubleReporting,doubleReportingWithTsoKey,doubleReportingWithTsoLabel,tsoItemIdentifier,tpTsoItemLabel,tpTsoValidFrom,tpTsoValidTo,tpTsoRemarks,tpTsoConversionFactor,tpRmkGridConversionFactorCapacityDefault,tpTsoGCVMin,tpTsoGCVMax,tpTsoGCVRemarks,tpTsoGCVUnit,tpTsoEntryExitType,multiAnnualContractsIsAvailable,multiAnnualContractsRemarks,annualContractsIsAvailable,annualContractsRemarks,halfAnnualContractsIsAvailable,halfAnnualContractsRemarks,quarterlyContractsIsAvailable,quarterlyContractsRemarks,monthlyContractsIsAvailable,monthlyContractsRemarks,dailyContractsIsAvailable,dailyContractsRemarks,dayAheadContractsIsAvailable,dayAheadContractsRemarks,availableContractsRemarks,sentenceCMPUnsuccessful,sentenceCMPUnavailable,sentenceCMPAuction,sentenceCMPMadeAvailable,lastUpdateDateTime,isInvalid,isCAMRelevant,isCMPRelevant,bookingPlatformKey,bookingPlatformLabel,bookingPlatformURL,virtualReverseFlow,virtualReverseFlowRemark,tSOCountry,tSOBalancingZone,crossBorderPointType,eURelationship,connectedOperators,adjacentTsoEic,adjacentOperatorKey,adjacentCountry,pointType,idPointType,adjacentZones,id,dataSet
10,ITP-00289,BE Quality Conversion Point H-Zone,BE-TSO-0001,21X-BE-A-A0A0A-Y,Fluxys Belgium,entry,,,True,False,,False,,False,,,,,True,BE-TSO-0001/ITP-00290,Fluxys BelgiumBE Quality Conversion Point L-Zone,21Z000000000246N,Quality Conversion H,2000-01-01,2099-12-31,,1.000000,,11.300000,11.300000,,kWh/Nm³,,True,,True,,True,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,BE,BeLux,In-country EU,within EU,,,,BE,Transmission Point,5,L-Zone,5BE-TSO-0001ITP-00289entry,5
11,ITP-00289,BE Quality Conversion Point H-Zone,BE-TSO-0001,21X-BE-A-A0A0A-Y,Fluxys Belgium,exit,,,True,False,,False,,False,,,,,True,BE-TSO-0001/ITP-00290,Fluxys BelgiumBE Quality Conversion Point L-Zone,21Z000000000246N,Quality Conversion H,2000-01-01,2099-12-31,,1.000000,,11.300000,11.300000,,kWh/Nm³,,True,,True,,True,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,BE,BeLux,In-country EU,within EU,,,,BE,Transmission Point,5,L-Zone,5BE-TSO-0001ITP-00289exit,5
12,ITP-00290,BE Quality Conversion Point L-Zone,BE-TSO-0001,21X-BE-A-A0A0A-Y,Fluxys Belgium,entry,,,True,False,,False,,False,,,,,,,,21Z000000000245P,Quality Conversion L,2000-01-01,2099-12-31,,1.000000,,11.300000,11.300000,,kWh/Nm³,,True,,True,,True,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,BE,L-Zone,In-country EU,within EU,,,,BE,Transmission Point,5,BeLux,5BE-TSO-0001ITP-00290entry,5
13,ITP-00290,BE Quality Conversion Point L-Zone,BE-TSO-0001,21X-BE-A-A0A0A-Y,Fluxys Belgium,exit,,,True,False,,False,,False,,,,,,,,21Z000000000245P,Quality Conversion L,2000-01-01,2099-12-31,,1.000000,,11.300000,11.300000,,kWh/Nm³,,True,,True,,True,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,BE,L-Zone,In-country EU,within EU,,,,BE,Transmission Point,5,BeLux,5BE-TSO-0001ITP-00290exit,5
14,LNG-00017,Zeebrugge LNG,BE-TSO-0001,21X-BE-A-A0A0A-Y,Fluxys Belgium,exit,,,True,False,,False,,False,,,,,,,,21Z0000000000082,Zeebrugge LNG Terminal,2000-01-01,2099-12-31,,1.000000,,11.300000,11.300000,,kWh/Nm³,,True,,True,,True,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,Yes,,BE,BeLux,In-country EU,within EU,,,,BE,LNG Entry point,2,,5BE-TSO-0001LNG-00017exit,5
15,VTP-00029,Zeebrugge Beach,BE-TSO-0001,21X-BE-A-A0A0A-Y,Fluxys Belgium,entry,,,True,False,,False,,False,,,,,,,,21Z0000000000090,Zeebrugge Beach,2000-01-01,2099-12-31,,1.000000,,11.300000,11.300000,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,BE,BeLux,In-country EU,within EU,,,,BE,Trading Point,9,BeLux,5BE-TSO-0001VTP-00029entry,5
16,VTP-00029,Zeebrugge Beach,BE-TSO-0001,21X-BE-A-A0A0A-Y,Fluxys Belgium,exit,,,True,False,,False,,False,,,,,,,,21Z0000000000090,Zeebrugge Beach,2000-01-01,2099-12-31,,1.000000,,11.300000,11.300000,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,No,,BE,BeLux,In-country EU,within EU,,,,BE,Trading Point,9,BeLux,5BE-TSO-0001VTP-00029exit,5
17,FNC-00016,Aggregated exits NGTN (BG),BG-TSO-0001,21X-BG-A-A0A0A-C,Bulgartransgaz,exit,,,True,False,,False,,False,,,,,,,,21Y000000000031L,Aggregated exits NGTN,2014-12-03,2021-09-30,"As of 1/10/2021, the point AGGREGATED EXITS NGTN is not “relevant” and the data publications for it are ceased. The historically published data will be kept available until 1/10/2026 in line with para 3.3.3 of Annex I to Regulation No 715/2009",1,,11.640000,,,kWh/m3,,True,Capacity products offered at individual points.,True,Capacity products offered at individual points.,False,,True,Capacity products offered at individual points.,True,Capacity products offered at individual points.,True,Capacity products offered at individual points.,True,Capacity products offered at individual points.,Capacity products offered at individual points.,"Not applicable.
The exit points to end-consumers and distribution networks are not subject to the provisions of the CMP rules according to the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.","Not applicable.
The exit points to end-consumers and distribution networks are not subject to the provisions of the CMP rules according to the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.","Not applicable.
The exit points to end-consumers and distribution networks are not subject to the provisions of the CMP rules according to the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.","Not applicable.
The exit points to end-consumers and distribution networks are not subject to the provisions of the CMP rules according to the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.",2022-01-05T21:01:12+01:00,False,False,False,RBP,RBP,https://rbp.eu/,No,,BG,Bulgaria,In-country EU,within EU,,,,BG,Aggregated Point - Final Consumers,18,,5BG-TSO-0001FNC-00016exit,5
18,FNC-00017,Aggregated exits GTNTT (BG),BG-TSO-0001,21X-BG-A-A0A0A-C,Bulgartransgaz,exit,,,True,False,,False,,False,,,,,,,,21Y000000000032J,Aggregated exits GTNTT,2014-12-03,2021-09-30,"As of 1/10/2021, the point AGGREGATED EXITS GTNTT is not “relevant” and the data publications for it are ceased. The historically published data will be kept available till 1/10/2026 in line with para 3.3.3 of Annex I to Regulation No 715/2009",1,,11.640000,,,kWh/m3,,True,Capacity products offered at individual points.,True,Capacity products offered at individual points.,False,,True,Capacity products offered at individual points.,True,Capacity products offered at individual points.,True,Capacity products offered at individual points.,True,Capacity products offered at individual points.,Capacity products offered at individual points.,"Not applicable.
The exit points to end-consumers and distribution networks are not subject to the provisions of the CMP rules according to the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.","Not applicable.
The exit points to end-consumers and distribution networks are not subject to the provisions of the CMP rules according to the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.","Not applicable.
The exit points to end-consumers and distribution networks are not subject to the provisions of the CMP rules according to the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.","Not applicable.
The exit points to end-consumers and distribution networks are not subject to the provisions of the CMP rules according to the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.",2022-01-05T21:01:12+01:00,False,False,False,RBP,RBP,https://rbp.eu/,No,,BG,Bulgaria,In-country EU,within EU,,,,BG,Aggregated Point - Final Consumers,18,,5BG-TSO-0001FNC-00017exit,5
19,UGS-00019,GMS Chiren,BG-TSO-0001,21X-BG-A-A0A0A-C,Bulgartransgaz,entry,,,True,False,,False,,False,,,,,,,,21Z000000000349D,GMS Chiren,1974-08-15,2099-12-31,,1,,11.640000,,,kWh/m3,,True,,True,,False,,True,,True,,True,Offered as of October 2017,True,,,"Not applicable.
GMS Chiren is an entry-exit point from and to the storage facility UGS Chiren where the CMP provisions are not applicable in line with the amendment of Annex I to Regulation (EC) ?715/2009 published on 24 August 2012.
","Not applicable.
GMS Chiren is an entry-exit point from and to the storage facility UGS Chiren where the CMP provisions are not applicable in line with the amendment of Annex I to Regulation (EC) ?715/2009 published on 24 August 2012.
","Not applicable.
GMS Chiren is an entry-exit point from and to the storage facility UGS Chiren where the CMP provisions are not applicable in line with the amendment of Annex I to Regulation (EC) ?715/2009 published on 24 August 2012.
","Not applicable.
GMS Chiren is an entry-exit point from and to the storage facility UGS Chiren where the CMP provisions are not applicable in line with the amendment of Annex I to Regulation (EC) ?715/2009 published on 24 August 2012.
",2022-01-05T21:01:12+01:00,False,False,False,RBP,RBP,https://rbp.eu/,No,,BG,Bulgaria,In-country EU,within EU,,,,BG,Storage point,6,,5BG-TSO-0001UGS-00019entry,5
20,UGS-00019,GMS Chiren,BG-TSO-0001,21X-BG-A-A0A0A-C,Bulgartransgaz,exit,,,True,False,,False,,False,,,,,,,,21Z000000000349D,GMS Chiren,1974-08-15,2099-12-31,,1,,11.640000,,,kWh/m3,,True,,True,,False,,True,,True,,True,Offered as of October 2017,True,,,"Not applicable.
GMS Chiren is an entry-exit point from and to the storage facility UGS Chiren where the CMP provisions are not applicable in line with the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.
","Not applicable.
GMS Chiren is an entry-exit point from and to the storage facility UGS Chiren where the CMP provisions are not applicable in line with the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.
","Not applicable.
GMS Chiren is an entry-exit point from and to the storage facility UGS Chiren where the CMP provisions are not applicable in line with the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.
","Not applicable.
GMS Chiren is an entry-exit point from and to the storage facility UGS Chiren where the CMP provisions are not applicable in line with the amendment of Annex I to Regulation (EC) 715/2009 published on 24 August 2012.
",2022-01-05T21:01:12+01:00,False,False,False,RBP,RBP,https://rbp.eu/,No,,BG,Bulgaria,In-country EU,within EU,,,,BG,Storage point,6,,5BG-TSO-0001UGS-00019exit,5
21,VTP-00003,OTE,CZ-TSO-0001,21X000000001304L,NET4GAS,entry,,,True,False,,False,,False,,,,,,,,21Y---A001A001-B,Virtualni obchodni bod,2010-11-08,2099-11-23,,1.000000,,0.000000,,,kWh/Nm3,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Not applicable,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,CZ,Czech,In-country EU,within EU,,,,CZ,Trading Point,9,Czech,5CZ-TSO-0001VTP-00003entry,5
22,VTP-00003,OTE,CZ-TSO-0001,21X000000001304L,NET4GAS,exit,,,True,False,,False,,False,,,,,,,,21Y---A001A001-B,Virtualni obchodni bod,2010-11-08,2099-11-23,,1.000000,,0.000000,,,kWh/Nm3,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Not applicable,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,CZ,Czech,In-country EU,within EU,,,,CZ,Trading Point,9,Czech,5CZ-TSO-0001VTP-00003exit,5
23,UGS-00397,Jemgum (DE) (EWE) / Jemgum III (GASCADE),DE-TSO-0001,21X-DE-H-A0A0A-L,GASCADE Gastransport,entry,,,True,False,,False,,False,,,,,,,,21Z000000000269B,UGS Jemgum III - GASCADE / EWE,1900-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0001UGS-00397entry,5
24,UGS-00397,Jemgum (DE) (EWE) / Jemgum III (GASCADE),DE-TSO-0001,21X-DE-H-A0A0A-L,GASCADE Gastransport,exit,,,True,False,,False,,False,,,,,,,,21Z000000000269B,UGS Jemgum III - GASCADE / EWE,1900-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0001UGS-00397exit,5
25,UGS-00399,Jemgum (DE) (astora) / Jemgum I (GASCADE),DE-TSO-0001,21X-DE-H-A0A0A-L,GASCADE Gastransport,entry,,,True,False,,False,,False,,,,,,,,21Z000000000268D,UGS Jemgum I - GASCADE / astora / VGS,1900-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0001UGS-00399entry,5
26,UGS-00399,Jemgum (DE) (astora) / Jemgum I (GASCADE),DE-TSO-0001,21X-DE-H-A0A0A-L,GASCADE Gastransport,exit,,,True,False,,False,,False,,,,,,,,21Z000000000268D,UGS Jemgum I - GASCADE / astora / VGS,1900-01-01,2099-12-31,,1.000000,,,,,kWh/Nm³,,False,,True,,False,,True,,True,,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Storage point,6,,5DE-TSO-0001UGS-00399exit,5
27,FNC-00030,Aggregate Consumers H-Gas (Thyssengas),DE-TSO-0002,21X-DE-G-A0A0A-U,Thyssengas,exit,,,True,False,,False,,False,,,,,,,,21Y000000000036B,Aggregate Consumers H-Gas (Thyssengas),1900-01-01,2099-12-31,,1,,10.500000,,,kWh/Nm³,,False,,False,,False,,False,,False,,False,,False,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2022-01-05T21:01:12+01:00,False,False,False,,,,No,,DE,DE THE BZ,In-country EU,within EU,,,,DE,Aggregated Point - Final Consumers,18,,5DE-TSO-0002FNC-00030exit,5
